age,fare,body,pclass,survived,name,sex,sibsp,parch,ticket,cabin,embarked,boat,home.dest
18.0,85.0,175.0,2.0,0,"Keane, Miss. Nora A",female,2.0,1.0,347068,A36,C,11,"New York, NY"
36.0,-0.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,-2.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,17.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
17.0,85.0,185.0,3.0,0,"Astor, Col. John Jacob",female,2.0,1.0,113778,A6,Q,11,"Denmark / New York, NY"
25.0,80.0,165.0,2.0,0,"Keane, Miss. Nora A",male,2.0,3.0,315087,F33,C,11,London
37.0,4.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,1.0,0,"Allison, Master. Hudson Trevor",female,1.0,1.0,110152,A19,C,1,"Ascot, Berkshire / Rochester, NY"
20.0,85.0,154.0,2.0,1,"Williams, Mr. Charles Eugene",female,1.0,1.0,113778,C23 C25 C27,C,13,"New York, NY"
17.0,85.0,185.0,2.0,0,"Abbott, Master. Eugene Joseph",female,1.0,1.0,110152,A18,C,1,"Aberdeen / Portland, OR"
33.0,85.0,142.0,3.0,0,"Watson, Mr. Ennis Hastings",male,1.0,1.0,28424,B39,C,14,"Stockholm, Sweden"
34.0,3.0,158.0,2.0,0,"Sjoblom, Miss. Anna Sofia",male,0.0,0.0,2676,C23 C25 C27,S,13,London
37.0,11.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,2.0,158.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,5.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
17.0,50.0,131.0,2.0,0,"Haas, Miss. Aloisia",male,4.0,4.0,113050,E101,Q,16,"Fond du Lac, WI"
38.0,36.0,164.0,1.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,London
17.0,85.0,179.0,3.0,0,"Abbing, Mr. Anthony",female,2.0,1.0,110152,A11,C,1,"?Havana, Cuba"
17.0,85.0,185.0,3.0,0,"Allison, Master. Hudson Trevor",female,1.0,1.0,111361,A19,C,1,"Aberdeen / Portland, OR"
37.0,7.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
28.0,85.0,176.0,3.0,0,"Ryan, Mr. Edward",female,1.0,1.0,28220,F33,C,11,"Harrow-on-the-Hill, Middlesex"
35.0,27.0,158.0,2.0,0,"Sirayanian, Mr. Orsen",male,0.0,0.0,SOTON/O.Q. 3101309,B52 B54 B56,Q,15 16,"Cornwall, England Houghton, MI"
21.0,85.0,176.0,2.0,1,"Banfield, Mr. Frederick James",male,0.0,0.0,348123,C23 C25 C27,C,13,"New York, NY"
17.0,85.0,185.0,3.0,0,"Abbing, Mr. Anthony",female,2.0,1.0,110152,A18,C,1,"?Havana, Cuba"
35.0,-1.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,-1.0,157.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,13.0,158.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
17.0,83.0,172.0,2.0,0,"Richards, Master. William Rowe",male,2.0,2.0,230080,B36,Q,C,"Haverford, PA / Cooperstown, NY"
17.0,85.0,185.0,3.0,0,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,1.0,1.0,348123,F33,C,11,"New York, NY"
17.0,85.0,166.0,2.0,0,"Harper, Miss. Annie Jessie 'Nina'",female,1.0,1.0,343276,B94,C,16,"New York, NY"
35.0,-6.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,1.0,0,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",female,1.0,1.0,348123,B101,C,11,"New York, NY"
36.0,5.0,160.0,2.0,0,"Sjoblom, Miss. Anna Sofia",male,0.0,0.0,2676,C23 C25 C27,S,13,"Deephaven, MN / Cedar Rapids, IA"
38.0,21.0,163.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,London
38.0,17.0,162.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,176.0,3.0,0,"Karun, Miss. Manca",female,1.0,2.0,347470,A20,C,16,"New York, NY"
19.0,85.0,182.0,3.0,0,"Fleming, Miss. Margaret",female,1.0,3.0,250644,F,Q,15,"New York, NY"
27.0,75.0,148.0,1.0,0,"Hickman, Mr. Leonard Mark",female,2.0,9.0,349215,F38,C,11,"Chicago, IL"
34.0,85.0,175.0,3.0,1,"Barkworth, Mr. Algernon Henry Wilson",female,0.0,0.0,PC 17474,C23 C25 C27,S,13,"New York, NY"
17.0,85.0,163.0,3.0,0,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,1.0,1.0,STON/O 2. 3101274,C6,C,13,"New York, NY"
34.0,5.0,157.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
42.0,84.0,176.0,1.0,0,"Rosblom, Mr. Viktor Richard",male,0.0,0.0,C.A./SOTON 34068,C23 C25 C27,C,13,"Co Cork, Ireland Roxbury, MA"
37.0,11.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,6.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,5.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,-0.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
22.0,78.0,168.0,2.0,0,"Sandstrom, Miss. Beatrice Irene",male,2.0,4.0,C.A. 15185,D43,Q,D,"Copenhagen, Denmark"
34.0,-3.0,157.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,6.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,6.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
34.0,4.0,157.0,2.0,0,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
41.0,72.0,167.0,1.0,1,"Boulos, Miss. Nourelain",male,0.0,0.0,242963,C23 C25 C27,S,13,"Montreal, PQ"
30.0,10.0,143.0,2.0,0,"Artagaveytia, Mr. Ramon",male,5.0,9.0,345767,D38,Q,4,"St Austall, Cornwall"
35.0,20.0,158.0,2.0,1,"Widener, Mr. Harry Elkins",male,0.0,0.0,2676,C23 C25 C27,S,13,"Cologne, Germany"
28.0,68.0,159.0,2.0,0,"Minahan, Mrs. William Edward (Lillian E Thorpe)",male,0.0,2.0,349257,B77,C,D,"New York, NY"
32.0,11.0,163.0,2.0,0,"Saad, Mr. Amin",male,0.0,0.0,113778,C90,Q,16,"Syria Fredericksburg, VA"
35.0,27.0,161.0,2.0,1,"Mangiavacchi, Mr. Serafino Emilio",male,0.0,0.0,SOTON/O.Q. 3101310,C23 C25 C27,S,13,"Brighton, MA"
36.0,10.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
39.0,44.0,165.0,1.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,London
34.0,-6.0,157.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,164.0,3.0,0,"Emir, Mr. Farred Chehab",female,1.0,1.0,2676,D56,C,7,"Woodford County, KY"
36.0,10.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
17.0,85.0,126.0,1.0,0,"Emir, Mr. Farred Chehab",female,1.0,1.0,228414,C65,C,11,"Chicago, IL"
36.0,10.0,158.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Hessle, Yorks"
36.0,4.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
38.0,24.0,161.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
36.0,8.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
35.0,0.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,8.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,33.0,165.0,3.0,1,"Barkworth, Mr. Algernon Henry Wilson",male,0.0,0.0,C.A. 15185,C23 C25 C27,S,13,"Bournemouth, England"
17.0,85.0,164.0,2.0,0,"Earnshaw, Mrs. Boulton (Olive Potter)",female,2.0,1.0,348123,E63,Q,11,"Amenia, ND"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
39.0,58.0,166.0,1.0,0,"Rosblom, Mr. Viktor Richard",male,0.0,0.0,C.A./SOTON 34068,C23 C25 C27,S,13,"Co Cork, Ireland Roxbury, MA"
37.0,18.0,161.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
37.0,6.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
32.0,-7.0,156.0,2.0,0,"Natsch, Mr. Charles H",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,29.0,161.0,1.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Hessle, Yorks"
28.0,69.0,166.0,3.0,1,"Doharr, Mr. Tannous",male,0.0,0.0,C.A. 15185,C23 C25 C27,S,13,"Woodford County, KY"
18.0,85.0,185.0,1.0,0,"Paulner, Mr. Uscher",female,1.0,1.0,330972,C6,C,11,"New York, NY"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,2.0,1.0,110152,A18,C,1,"?Havana, Cuba"
18.0,85.0,167.0,3.0,0,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,2.0,1.0,9234,B101,C,11,"Ruotsinphyhtaa, Finland New York, NY"
34.0,2.0,157.0,2.0,0,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
32.0,4.0,158.0,2.0,0,"Drazenoic, Mr. Jozef",male,0.0,0.0,2676,B50,Q,14,"Bristol, Avon / Jacksonville, FL"
36.0,5.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,0.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,183.0,3.0,0,"Skoog, Master. Harald",male,1.0,2.0,2656,F,C,D,"New York, NY"
36.0,5.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,57.0,172.0,1.0,0,"Mellinger, Mrs. (Elizabeth Anne Maidment)",male,0.0,0.0,348123,C23 C25 C27,S,11,"Sweden Akeley, MN"
32.0,48.0,159.0,2.0,0,"Goodwin, Master. Sidney Leonard",male,0.0,0.0,347088,C23 C25 C27,S,13,"New York, NY"
19.0,69.0,169.0,2.0,0,"Carter, Mrs. William Ernest (Lucile Polk)",male,3.0,1.0,2676,A24,Q,16,"Co Sligo, Ireland Hartford, CT"
34.0,-3.0,157.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,11.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
42.0,85.0,183.0,1.0,0,"Rosblom, Mr. Viktor Richard",female,1.0,0.0,C.A./SOTON 34068,C23 C25 C27,C,13,"Co Cork, Ireland Roxbury, MA"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
19.0,85.0,173.0,3.0,1,"Sage, Master. Thomas Henry",female,1.0,1.0,382650,C23 C25 C27,S,13,"New York, NY"
24.0,16.0,153.0,1.0,0,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,8.0,6.0,347086,C30,Q,15,"Ilfracombe, Devon"
36.0,7.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,-3.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
36.0,6.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
30.0,84.0,159.0,3.0,0,"Sirayanian, Mr. Orsen",male,0.0,0.0,113778,C23 C25 C27,C,13,"New York, NY"
17.0,85.0,185.0,1.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
35.0,2.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
34.0,-2.0,158.0,2.0,0,"Natsch, Mr. Charles H",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
26.0,84.0,170.0,3.0,0,"Emir, Mr. Farred Chehab",female,1.0,1.0,2676,G6,C,11,"Woodford County, KY"
25.0,85.0,178.0,3.0,0,"Salomon, Mr. Abraham L",female,1.0,2.0,315083,E68,C,15,"New York, NY"
17.0,85.0,183.0,3.0,0,"Allison, Master. Hudson Trevor",female,1.0,1.0,113778,A21,C,11,"Ascot, Berkshire / Rochester, NY"
38.0,32.0,163.0,1.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,London
39.0,26.0,163.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,126.0,2.0,0,"Daly, Miss. Margaret Marcella 'Maggie'",female,1.0,1.0,113806,E38,Q,4,"Hornsey, England"
19.0,85.0,162.0,3.0,0,"Sjoblom, Miss. Anna Sofia",female,1.0,1.0,STON/O 2. 3101274,C23 C25 C27,S,13,"New York, NY"
17.0,85.0,180.0,1.0,0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,1.0,1.0,348123,F38,C,4,"New York, NY"
22.0,40.0,161.0,1.0,0,"Yrois, Miss. Henriette ('Mrs Harbeck')",female,3.0,3.0,347467,B79,Q,B,"New Forest, England"
35.0,51.0,166.0,2.0,0,"Skoog, Master. Harald",male,0.0,0.0,2676,C23 C25 C27,S,13,"New York, NY"
36.0,-2.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,1.0,0,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,1.0,1.0,248740,C23 C25 C27,C,13,"New York, NY"
36.0,5.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,3.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A18,C,1,"Aberdeen / Portland, OR"
17.0,85.0,184.0,3.0,0,"Rice, Master. Eric",female,1.0,1.0,A/5 3594,G6,C,11,"New York, NY"
33.0,78.0,158.0,1.0,1,"Persson, Mr. Ernst Ulrik",male,0.0,0.0,2659,C23 C25 C27,S,13,"Weston-Super-Mare, Somerset"
34.0,79.0,162.0,1.0,0,"Thorneycroft, Mrs. Percival (Florence Kate White)",male,0.0,1.0,2676,C6,Q,11,"New York, NY"
37.0,50.0,166.0,1.0,1,"Rothschild, Mr. Martin",male,0.0,0.0,2676,C23 C25 C27,S,13,"New York, NY"
37.0,-6.0,165.0,2.0,0,"Olsvigen, Mr. Thor Anderson",male,3.0,4.0,2676,A18,Q,11,"New York, NY / Briarcliff Manor NY"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
17.0,85.0,185.0,1.0,0,"Duff Gordon, Lady. (Lucille Christiana Sutherland) ('Mrs Morgan')",female,1.0,1.0,348123,C49,C,11,"New York, NY"
33.0,-7.0,156.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,1.0,0,"Salomon, Mr. Abraham L",female,1.0,1.0,348123,E68,C,15,"New York, NY"
17.0,85.0,185.0,3.0,0,"Astor, Col. John Jacob",female,1.0,1.0,348123,F38,C,11,"New York, NY"
37.0,12.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
39.0,49.0,163.0,1.0,1,"Svensson, Mr. Johan",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
17.0,85.0,185.0,1.0,0,"Doling, Miss. Elsie",female,1.0,1.0,348123,C49,C,11,"Sweden  Worcester, MA"
36.0,-1.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,3.0,0,"Asplund, Master. Carl Edgar",female,1.0,1.0,2659,C49,C,11,"Cologne, Germany"
38.0,11.0,161.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
38.0,38.0,162.0,1.0,1,"Case, Mr. Howard Brown",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
17.0,85.0,183.0,3.0,0,"Skoog, Master. Harald",female,1.0,1.0,348123,C92,C,11,"Cologne, Germany"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
37.0,10.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
38.0,22.0,163.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
35.0,-0.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
34.0,-3.0,157.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,2.0,0,"Abelson, Mr. Samuel",female,1.0,1.0,110152,A18,C,1,"Aberdeen / Portland, OR"
17.0,85.0,182.0,2.0,0,"Emir, Mr. Farred Chehab",female,1.0,1.0,348123,A18,C,11,"New York, NY"
36.0,10.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
34.0,-1.0,157.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
34.0,-4.0,157.0,2.0,0,"Natsch, Mr. Charles H",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,184.0,3.0,0,"Olsen, Mr. Karl Siegwart Andreas",male,1.0,1.0,348123,A24,C,7,"New York, NY"
39.0,78.0,155.0,1.0,1,"Persson, Mr. Ernst Ulrik",male,0.0,0.0,2673,C23 C25 C27,S,13,"Norwich / New York, NY"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
17.0,85.0,183.0,3.0,0,"Foo, Mr. Choong",female,1.0,1.0,348123,F33,C,11,"New York, NY"
17.0,85.0,154.0,1.0,0,"Earnshaw, Mrs. Boulton (Olive Potter)",female,1.0,1.0,348123,B82 B84,C,11,"New York, NY"
18.0,85.0,171.0,2.0,0,"Astor, Col. John Jacob",male,1.0,1.0,348123,C70,C,13,"New York, NY"
37.0,13.0,161.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,6.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
32.0,7.0,157.0,2.0,0,"Sjoblom, Miss. Anna Sofia",male,0.0,0.0,2676,C23 C25 C27,S,13,"New York, NY"
36.0,-0.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
23.0,84.0,165.0,3.0,0,"Karun, Miss. Manca",female,1.0,1.0,2676,D56,Q,D,"New York, NY"
17.0,85.0,185.0,1.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A18,C,1,"?Havana, Cuba"
31.0,85.0,176.0,1.0,1,"Karun, Miss. Manca",female,1.0,0.0,382650,C23 C25 C27,C,13,"New York, NY"
36.0,8.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,36.0,165.0,2.0,0,"Skoog, Master. Karl Thorsten",male,0.0,0.0,237249,C23 C25 C27,Q,11,"Syria Fredericksburg, VA"
38.0,85.0,184.0,1.0,0,"Dyker, Mr. Adolf Fredrik",female,8.0,2.0,348123,B35,C,11,"Lakewood, NJ"
33.0,32.0,156.0,3.0,1,"Widener, Mr. Harry Elkins",male,0.0,0.0,2676,C23 C25 C27,S,13,"Cologne, Germany"
36.0,2.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,2.0,158.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,-1.0,157.0,2.0,0,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
37.0,9.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,2.0,158.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,164.0,1.0,0,"Keane, Miss. Nora A",female,2.0,2.0,348123,C22 C26,C,B,"New Forest, England"
17.0,85.0,185.0,2.0,0,"Abbott, Master. Eugene Joseph",female,2.0,1.0,110152,A18,C,1,"?Havana, Cuba"
37.0,51.0,161.0,1.0,1,"Goodwin, Master. Sidney Leonard",male,0.0,0.0,2676,C23 C25 C27,S,13,"New York, NY"
17.0,85.0,185.0,2.0,0,"Abelseth, Mr. Olaus Jorgensen",female,1.0,1.0,110152,A18,C,1,"?Havana, Cuba"
37.0,8.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,2.0,0,"Angheloff, Mr. Minko",female,1.0,1.0,248740,A5,C,11,"Lima, Peru"
36.0,10.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Deephaven, MN / Cedar Rapids, IA"
17.0,85.0,176.0,3.0,0,"Lester, Mr. James",female,2.0,1.0,2676,B82 B84,C,11,"Woodford County, KY"
24.0,82.0,171.0,3.0,0,"Cor, Mr. Bartol",male,0.0,0.0,335677,C23 C25 C27,S,13,"New York, NY"
36.0,7.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,184.0,3.0,0,"Lester, Mr. James",female,1.0,1.0,2676,C49,C,11,"Tuxedo Park, NY"
35.0,8.0,159.0,2.0,1,"Caram, Mr. Joseph",male,0.0,0.0,2676,C23 C25 C27,S,13,"Deephaven, MN / Cedar Rapids, IA"
36.0,13.0,160.0,2.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
37.0,41.0,160.0,1.0,1,"Svensson, Mr. Johan",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
35.0,1.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
18.0,85.0,185.0,1.0,0,"Lester, Mr. James",female,1.0,1.0,348123,D19,C,11,"New York, NY"
36.0,11.0,160.0,2.0,1,"Olsen, Mr. Karl Siegwart Andreas",male,0.0,0.0,2676,C23 C25 C27,S,13,"St Andrews, Guernsey"
30.0,-6.0,146.0,2.0,0,"Gheorgheff, Mr. Stanio",male,0.0,0.0,248659,D38,Q,4,"?Havana, Cuba"
36.0,4.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
21.0,84.0,177.0,2.0,0,"Minahan, Mrs. William Edward (Lillian E Thorpe)",male,1.0,2.0,S.O./P.P. 751,A18,C,11,"Streatham, Surrey"
33.0,85.0,157.0,3.0,0,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,1.0,1.0,A4. 54510,C6,C,10,"New York, NY"
32.0,83.0,176.0,1.0,1,"Goldsmith, Mr. Nathan",male,0.0,0.0,113044,C23 C25 C27,S,13,"New York, NY"
38.0,22.0,163.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,London
34.0,3.0,158.0,2.0,0,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
35.0,38.0,167.0,2.0,1,"Goldsmith, Mr. Nathan",male,0.0,0.0,A/4 31416,C23 C25 C27,S,13,"New York, NY"
18.0,85.0,166.0,2.0,0,"Minahan, Mrs. William Edward (Lillian E Thorpe)",female,1.0,2.0,2656,F,C,D,"New York, NY"
